Source,Target,Weight,logWeight,Syn,exin
AVDR,DA04,2,1.69314718055995,chemical,1
AVDR,DA05,3,2.09861228866811,chemical,1
AVDR,DA08,1,1,chemical,1
AVDR,DB01,1,1,chemical,1
AVDR,DB04,1,1,chemical,1
AVDR,AS10,2,1.69314718055995,chemical,1
AVDR,AS11,3,2.09861228866811,chemical,1
AVDR,VA02,1,1,chemical,1
AVDR,VA03,2,1.69314718055995,chemical,1
AVDR,VA05,3,2.09861228866811,chemical,1
AVDR,VA11,1,1,chemical,1
AVDR,ADLL,2,1.69314718055995,electrical,1
AVDR,ALMR,2,1.69314718055995,electrical,1
AVDR,FLPR,2,1.69314718055995,electrical,1
AVDR,PQR,3,2.09861228866811,electrical,1
AVDR,ADAL,2,1.69314718055995,electrical,1
AVDR,AVJL,6,2.79175946922805,electrical,1
AVDR,PVNL,1,1,electrical,1
AVDR,PVNR,1,1,electrical,1
AVDR,PVWR,1,1,electrical,1
AVDR,PVCR,2,1.69314718055995,electrical,1
AVDR,AVAL,9,3.19722457733622,electrical,1
AVDR,AVAR,15,3.70805020110221,electrical,1
AVDR,AVDL,6,2.79175946922805,electrical,1
AVDR,SIADL,1,1,electrical,1
AVEL,ALML,1,1,chemical,1
AVEL,RMGL,2,1.69314718055995,chemical,1
AVEL,PVT,1,1,chemical,1
AVEL,PVCL,1,1,chemical,1
AVEL,PVCR,2,1.69314718055995,chemical,1
AVEL,AVAL,17,3.83321334405622,chemical,1
AVEL,AVAR,3,2.09861228866811,chemical,1
AVEL,AVDL,5,2.6094379124341,chemical,1
AVEL,SABD,18,3.89037175789616,chemical,1
AVEL,SABVL,16,3.77258872223978,chemical,1
AVEL,SABVR,12,3.484906649788,chemical,1
AVEL,DA01,11,3.39789527279837,chemical,1
AVEL,DA02,5,2.6094379124341,chemical,1
AVEL,DA03,6,2.79175946922805,chemical,1
AVEL,DB03,1,1,chemical,1
AVEL,AS01,3,2.09861228866811,chemical,1
AVEL,VA01,12,3.484906649788,chemical,1
AVEL,VA03,1,1,chemical,1
AVEL,VD02,1,1,chemical,1
AVEL,VD03,1,1,chemical,1
AVEL,AFDL,1,1,electrical,1
AVEL,BAGR,1,1,electrical,1
AVEL,RIS,3,2.09861228866811,electrical,1
AVEL,RMGL,2,1.69314718055995,electrical,1
AVEL,AVL,1,1,electrical,1
AVEL,PVPR,1,1,electrical,1
AVEL,AVAL,2,1.69314718055995,electrical,1
AVEL,AVER,5,2.6094379124341,electrical,1
AVEL,RIML,10,3.30258509299405,electrical,1
AVEL,RIMR,7,2.94591014905531,electrical,1
AVEL,RMDVR,2,1.69314718055995,electrical,1
AVEL,RMEV,1,1,electrical,1
AVEL,SMDVR,1,1,electrical,1
AVEL,AS01,2,1.69314718055995,electrical,1
AVER,OLLL,1,1,chemical,1
AVER,CEPDL,1,1,chemical,1
AVER,URXR,1,1,chemical,1
AVER,AIZR,1,1,chemical,1
AVER,RMGR,1,1,chemical,1
AVER,AVAL,14,3.63905732961526,chemical,1
AVER,AVAR,33,4.49650756146648,chemical,1
AVER,AVDL,4,2.38629436111989,chemical,1
AVER,AVDR,4,2.38629436111989,chemical,1
AVER,AVEL,3,2.09861228866811,chemical,1
AVER,RIMR,1,1,chemical,1
AVER,SABD,1,1,chemical,1
AVER,SABVL,12,3.484906649788,chemical,1
AVER,SABVR,11,3.39789527279837,chemical,1
AVER,DA01,11,3.39789527279837,chemical,1
AVER,DA02,7,2.94591014905531,chemical,1
AVER,DA03,3,2.09861228866811,chemical,1
AVER,DB03,1,1,chemical,1
AVER,AS01,6,2.79175946922805,chemical,1
AVER,AS02,4,2.38629436111989,chemical,1
AVER,AS03,1,1,chemical,1
AVER,VA01,5,2.6094379124341,chemical,1
AVER,VA02,4,2.38629436111989,chemical,1
AVER,VA03,1,1,chemical,1
AVER,VA04,2,1.69314718055995,chemical,1
AVER,ASHR,1,1,electrical,1
AVER,ALA,3,2.09861228866811,electrical,1
AVER,RIFL,1,1,electrical,1
AVER,AVKR,1,1,electrical,1
AVER,AVAR,2,1.69314718055995,electrical,1
AVER,AVEL,5,2.6094379124341,electrical,1
AVER,RIML,9,3.19722457733622,electrical,1
AVER,RIMR,11,3.39789527279837,electrical,1
AVER,RMDDL,2,1.69314718055995,electrical,1
AVER,RMDR,5,2.6094379124341,electrical,1
AVER,RMDVL,1,1,electrical,1
AVER,RMDVR,7,2.94591014905531,electrical,1
AVER,RMEV,1,1,electrical,1
AVER,SMDDR,1,1,electrical,1
AVER,DA01,1,1,electrical,1
AVER,AS01,1,1,electrical,1
AVFL,AIML,1,1,chemical,1
AVFL,RIFL,1,1,chemical,1
AVFL,RIFR,1,1,chemical,1
AVFL,AVFR,12,3.484906649788,chemical,1
AVFL,AVG,5,2.6094379124341,chemical,1
AVFL,AVHL,4,2.38629436111989,chemical,1
AVFL,AVHR,1,1,chemical,1
AVFL,AVJL,2,1.69314718055995,chemical,1
AVFL,AVL,5,2.6094379124341,chemical,1
AVFL,DVB,1,1,chemical,1
AVFL,PVNL,1,1,chemical,1
AVFL,PVQL,1,1,chemical,1
AVFL,AVBL,4,2.38629436111989,chemical,1
AVFL,AVBR,1,1,chemical,1
AVFL,SMBVL,1,1,chemical,1
AVFL,AS10,1,1,chemical,1
AVFL,VB01,2,1.69314718055995,chemical,1
AVFL,VB02,2,1.69314718055995,chemical,1
AVFL,HSNL,2,1.69314718055995,chemical,1
AVFL,HSNR,3,2.09861228866811,chemical,1
AVFL,VC01,1,1,chemical,1
AVFL,AVFR,31,4.43398720448515,electrical,1
AVFL,AVG,1,1,electrical,1
AVFL,AVHL,4,2.38629436111989,electrical,1
AVFL,AVHR,5,2.6094379124341,electrical,1
AVFL,PVNR,1,1,electrical,1
AVFL,PVPL,2,1.69314718055995,electrical,1
AVFL,PVPR,1,1,electrical,1
AVFL,PVQR,5,2.6094379124341,electrical,1
AVFL,PVCL,1,1,electrical,1
AVFL,AS11,2,1.69314718055995,electrical,1
AVFL,VA11,1,1,electrical,1
AVFL,VD12,3,2.09861228866811,electrical,1
AVFL,VC05,1,1,electrical,1
AVFR,ASHR,1,1,chemical,1
AVFR,PVDL,1,1,chemical,1
AVFR,AIAL,1,1,chemical,1
AVFR,AIML,1,1,chemical,1
AVFR,RMGL,1,1,chemical,1
AVFR,AVFL,7,2.94591014905531,chemical,1
AVFR,AVG,1,1,chemical,1
AVFR,AVHL,3,2.09861228866811,chemical,1
AVFR,AVHR,3,2.09861228866811,chemical,1
AVFR,AVJL,5,2.6094379124341,chemical,1
AVFR,PVPR,1,1,chemical,1
AVFR,PVQL,2,1.69314718055995,chemical,1
AVFR,PVCR,1,1,chemical,1
AVFR,AVAL,1,1,chemical,1
AVFR,AVBL,6,2.79175946922805,chemical,1
AVFR,AVBR,6,2.79175946922805,chemical,1
AVFR,RMDDL,1,1,chemical,1
AVFR,VA02,1,1,chemical,1
AVFR,HSNL,4,2.38629436111989,chemical,1
AVFR,HSNR,3,2.09861228866811,chemical,1
AVFR,RMGL,1,1,electrical,1
AVFR,AVFL,31,4.43398720448515,electrical,1
AVFR,AVG,1,1,electrical,1
AVFR,AVHL,11,3.39789527279837,electrical,1
AVFR,AVHR,7,2.94591014905531,electrical,1
AVFR,PVPL,3,2.09861228866811,electrical,1
AVFR,PVQL,2,1.69314718055995,electrical,1
AVFR,PVQR,2,1.69314718055995,electrical,1
AVFR,VB01,1,1,electrical,1
AVG,PHAL,3,2.09861228866811,chemical,1
AVG,AVFL,3,2.09861228866811,chemical,1
AVG,AVG,2,1.69314718055995,chemical,1
AVG,AVJL,7,2.94591014905531,chemical,1
AVG,AVJR,3,2.09861228866811,chemical,1
AVG,DVC,2,1.69314718055995,chemical,1
AVG,PVNL,2,1.69314718055995,chemical,1
AVG,PVNR,4,2.38629436111989,chemical,1
AVG,PVQR,2,1.69314718055995,chemical,1
AVG,PVT,2,1.69314718055995,chemical,1
AVG,PVCL,1,1,chemical,1
AVG,PVCR,2,1.69314718055995,chemical,1
AVG,AVAL,3,2.09861228866811,chemical,1
AVG,AVAR,3,2.09861228866811,chemical,1
AVG,AVBL,5,2.6094379124341,chemical,1
AVG,AVBR,3,2.09861228866811,chemical,1
AVG,AVDL,1,1,chemical,1
AVG,AVDR,3,2.09861228866811,chemical,1
AVG,AVER,1,1,chemical,1
AVG,DA08,1,1,chemical,1
AVG,VA06,1,1,chemical,1
AVG,VA11,1,1,chemical,1
AVG,VC01,2,1.69314718055995,chemical,1
AVG,PVDL,1,1,electrical,1
AVG,PHAL,3,2.09861228866811,electrical,1
AVG,PHAR,2,1.69314718055995,electrical,1
AVG,PHCR,1,1,electrical,1
AVG,RIFR,3,2.09861228866811,electrical,1
AVG,AVFL,1,1,electrical,1
AVG,AVFR,1,1,electrical,1
AVG,AVHR,4,2.38629436111989,electrical,1
AVG,AVJR,1,1,electrical,1
AVG,AVL,4,2.38629436111989,electrical,1
AVG,DVC,12,3.484906649788,electrical,1
AVG,PVPL,3,2.09861228866811,electrical,1
AVG,PVPR,2,1.69314718055995,electrical,1
AVG,PVQL,1,1,electrical,1
AVG,PVT,4,2.38629436111989,electrical,1
AVG,AS11,1,1,electrical,1
AVG,DD06,1,1,electrical,1
AVHL,ADFR,5,2.6094379124341,chemical,1
AVHL,ASHR,1,1,chemical,1
AVHL,AWBR,3,2.09861228866811,chemical,1
AVHL,BDUR,1,1,chemical,1
AVHL,RIFR,1,1,chemical,1
AVHL,RIR,2,1.69314718055995,chemical,1
AVHL,AVFL,1,1,chemical,1
AVHL,AVFR,5,2.6094379124341,chemical,1
AVHL,AVHR,1,1,chemical,1
AVHL,AVJL,4,2.38629436111989,chemical,1
AVHL,AVJR,1,1,chemical,1
AVHL,PVPR,2,1.69314718055995,chemical,1
AVHL,PVQR,3,2.09861228866811,chemical,1
AVHL,AVAR,1,1,chemical,1
AVHL,AVBL,2,1.69314718055995,chemical,1
AVHL,AVBR,1,1,chemical,1
AVHL,AVDL,1,1,chemical,1
AVHL,RIMR,1,1,chemical,1
AVHL,SABD,1,1,chemical,1
AVHL,SMBDR,4,2.38629436111989,chemical,1
AVHL,SMBVR,4,2.38629436111989,chemical,1
AVHL,DD01,1,1,chemical,1
AVHL,VD01,1,1,chemical,1
AVHL,ASHR,2,1.69314718055995,electrical,1
AVHL,ASKL,8,3.07944154167984,electrical,1
AVHL,PHAL,1,1,electrical,1
AVHL,PHBL,1,1,electrical,1
AVHL,PHBR,10,3.30258509299405,electrical,1
AVHL,PHCR,2,1.69314718055995,electrical,1
AVHL,AVFL,4,2.38629436111989,electrical,1
AVHL,AVFR,11,3.39789527279837,electrical,1
AVHL,AVHR,15,3.70805020110221,electrical,1
AVHL,AVJR,6,2.79175946922805,electrical,1
AVHL,DVB,1,1,electrical,1
AVHL,PVNL,1,1,electrical,1
AVHL,PVNR,1,1,electrical,1
AVHL,PVPL,2,1.69314718055995,electrical,1
AVHL,PVPR,6,2.79175946922805,electrical,1
AVHL,AVDL,2,1.69314718055995,electrical,1
AVHL,LUAL,1,1,electrical,1
AVHL,DB07,3,2.09861228866811,electrical,1
AVHL,AS10,1,1,electrical,1
AVHL,AS11,3,2.09861228866811,electrical,1
AVHL,VD12,8,3.07944154167984,electrical,1
AVHR,ADLR,3,2.09861228866811,chemical,1
AVHR,ASKR,1,1,chemical,1
AVHR,AWBL,1,1,chemical,1
AVHR,AQR,1,1,chemical,1
AVHR,RIGL,1,1,chemical,1
AVHR,RIR,8,3.07944154167984,chemical,1
AVHR,AVFL,2,1.69314718055995,chemical,1
AVHR,AVFR,2,1.69314718055995,chemical,1
AVHR,AVHL,1,1,chemical,1
AVHR,AVJR,5,2.6094379124341,chemical,1
AVHR,DVA,1,1,chemical,1
AVHR,PVPL,9,3.19722457733622,chemical,1
AVHR,AVAL,1,1,chemical,1
AVHR,AVBL,3,2.09861228866811,chemical,1
AVHR,AVBR,1,1,chemical,1
AVHR,AVDR,1,1,chemical,1
AVHR,SMBDL,3,2.09861228866811,chemical,1
AVHR,SMBVL,1,1,chemical,1
AVHR,ASKR,10,3.30258509299405,electrical,1
AVHR,PHAR,2,1.69314718055995,electrical,1
AVHR,PHBL,2,1.69314718055995,electrical,1
AVHR,PHBR,2,1.69314718055995,electrical,1
AVHR,AVFL,5,2.6094379124341,electrical,1
AVHR,AVFR,7,2.94591014905531,electrical,1
AVHR,AVG,4,2.38629436111989,electrical,1
AVHR,AVHL,15,3.70805020110221,electrical,1
AVHR,AVJL,3,2.09861228866811,electrical,1
AVHR,AVJR,2,1.69314718055995,electrical,1
AVHR,AVL,2,1.69314718055995,electrical,1
AVHR,DVC,4,2.38629436111989,electrical,1
AVHR,PVNL,1,1,electrical,1
AVHR,PVNR,1,1,electrical,1
AVHR,PVPL,4,2.38629436111989,electrical,1
AVHR,PVPR,3,2.09861228866811,electrical,1
AVHR,PVQL,3,2.09861228866811,electrical,1
AVHR,PVQR,2,1.69314718055995,electrical,1
AVHR,PVT,2,1.69314718055995,electrical,1
AVHR,SIAVL,1,1,electrical,1
AVHR,DA08,5,2.6094379124341,electrical,1
AVHR,AS11,17,3.83321334405622,electrical,1
AVHR,DD06,1,1,electrical,1
AVHR,VA11,1,1,electrical,1
AVHR,VD12,13,3.56494935746154,electrical,1
AVJL,ASHR,1,1,chemical,1
AVJL,AINL,1,1,chemical,1
AVJL,RIFR,1,1,chemical,1
AVJL,RIS,1,1,chemical,1
AVJL,AVHL,3,2.09861228866811,chemical,1
AVJL,AVJR,1,1,chemical,1
AVJL,PVNR,4,2.38629436111989,chemical,1
AVJL,PVCL,5,2.6094379124341,chemical,1
AVJL,PVCR,1,1,chemical,1
AVJL,AVAR,1,1,chemical,1
AVJL,AVBL,5,2.6094379124341,chemical,1
AVJL,AVBR,6,2.79175946922805,chemical,1
AVJL,AVDL,1,1,chemical,1
AVJL,AVEL,1,1,chemical,1
AVJL,SABD,1,1,chemical,1
AVJL,PQR,5,2.6094379124341,electrical,1
AVJL,RIFR,1,1,electrical,1
AVJL,RIS,15,3.70805020110221,electrical,1
AVJL,AVHR,3,2.09861228866811,electrical,1
AVJL,AVJR,10,3.30258509299405,electrical,1
AVJL,PVNL,5,2.6094379124341,electrical,1
AVJL,PVNR,2,1.69314718055995,electrical,1
AVJL,PVWL,3,2.09861228866811,electrical,1
AVJL,PVWR,5,2.6094379124341,electrical,1
AVJL,PVCL,3,2.09861228866811,electrical,1
AVJL,PVCR,19,3.94443897916644,electrical,1
AVJL,AVAL,7,2.94591014905531,electrical,1
AVJL,AVDR,6,2.79175946922805,electrical,1
AVJL,LUAL,5,2.6094379124341,electrical,1
AVJL,LUAR,1,1,electrical,1
AVJL,PDB,2,1.69314718055995,electrical,1
AVJR,ALML,3,2.09861228866811,chemical,1
AVJR,AVM,1,1,chemical,1
AVJR,FLPR,2,1.69314718055995,chemical,1
AVJR,AVJL,1,1,chemical,1
AVJR,RID,2,1.69314718055995,chemical,1
AVJR,PVCL,5,2.6094379124341,chemical,1
AVJR,PVCR,7,2.94591014905531,chemical,1
AVJR,AVAL,4,2.38629436111989,chemical,1
AVJR,AVAR,5,2.6094379124341,chemical,1
AVJR,AVBL,10,3.30258509299405,chemical,1
AVJR,AVBR,2,1.69314718055995,chemical,1
AVJR,AVDL,1,1,chemical,1
AVJR,AVDR,7,2.94591014905531,chemical,1
AVJR,AVER,3,2.09861228866811,chemical,1
AVJR,SABVL,3,2.09861228866811,chemical,1
AVJR,PQR,2,1.69314718055995,electrical,1
AVJR,ADER,1,1,electrical,1
AVJR,PHBL,1,1,electrical,1
AVJR,PHCR,1,1,electrical,1
AVJR,AVG,1,1,electrical,1
AVJR,AVHL,6,2.79175946922805,electrical,1
AVJR,AVHR,2,1.69314718055995,electrical,1
AVJR,AVJL,10,3.30258509299405,electrical,1
AVJR,PVNR,5,2.6094379124341,electrical,1
AVJR,PVT,1,1,electrical,1
AVJR,PVWR,1,1,electrical,1
AVJR,PVCL,3,2.09861228866811,electrical,1
AVJR,PVCR,1,1,electrical,1
AVJR,AVAL,4,2.38629436111989,electrical,1
AVJR,AVAR,3,2.09861228866811,electrical,1
AVJR,AVBR,3,2.09861228866811,electrical,1
AVJR,AVDL,1,1,electrical,1
AVJR,LUAR,1,1,electrical,1
AVJR,VA11,2,1.69314718055995,electrical,1
AVKL,AVM,2,1.69314718055995,chemical,1
AVKL,RMFL,2,1.69314718055995,chemical,1
AVKL,DVA,1,1,chemical,1
AVKL,AVBL,2,1.69314718055995,chemical,1
AVKL,AVEL,4,2.38629436111989,chemical,1
AVKL,AVER,2,1.69314718055995,chemical,1
AVKL,RIML,3,2.09861228866811,chemical,1
AVKL,RIMR,2,1.69314718055995,chemical,1
AVKL,RMDL,1,1,chemical,1
AVKL,RIVL,5,2.6094379124341,chemical,1
AVKL,SAADL,1,1,chemical,1
AVKL,SAADR,3,2.09861228866811,chemical,1
AVKL,SAAVL,3,2.09861228866811,chemical,1
AVKL,SIAVR,2,1.69314718055995,chemical,1
AVKL,SIBVR,2,1.69314718055995,chemical,1
AVKL,PVM,1,1,electrical,1
AVKL,AQR,7,2.94591014905531,electrical,1
AVKL,ADER,4,2.38629436111989,electrical,1
AVKL,PDEL,2,1.69314718055995,electrical,1
AVKL,PDER,1,1,electrical,1
AVKL,AIYL,1,1,electrical,1
AVKL,RIGL,2,1.69314718055995,electrical,1
AVKL,RIGR,1,1,electrical,1
AVKL,AVKR,9,3.19722457733622,electrical,1
AVKL,AVL,3,2.09861228866811,electrical,1
AVKL,DVA,18,3.89037175789616,electrical,1
AVKL,PVPL,3,2.09861228866811,electrical,1
AVKL,PVPR,6,2.79175946922805,electrical,1
AVKL,PVT,5,2.6094379124341,electrical,1
AVKL,SMBDL,2,1.69314718055995,electrical,1
AVKL,SMBDR,2,1.69314718055995,electrical,1
AVKL,SMBVL,6,2.79175946922805,electrical,1
AVKL,SMBVR,2,1.69314718055995,electrical,1
AVKL,AS10,1,1,electrical,1
AVKL,AS11,1,1,electrical,1
AVKL,VB10,1,1,electrical,1
AVKR,BDUL,3,2.09861228866811,chemical,1
AVKR,RIGL,1,1,chemical,1
AVKR,RMFL,2,1.69314718055995,chemical,1
AVKR,RMGL,2,1.69314718055995,chemical,1
AVKR,AVKL,3,2.09861228866811,chemical,1
AVKR,PVPL,1,1,chemical,1
AVKR,PVQL,1,1,chemical,1
AVKR,RIML,5,2.6094379124341,chemical,1
AVKR,RIMR,3,2.09861228866811,chemical,1
AVKR,RMDL,1,1,chemical,1
AVKR,RMDR,2,1.69314718055995,chemical,1
AVKR,RMHR,1,1,chemical,1
AVKR,SAADL,2,1.69314718055995,chemical,1
AVKR,SIADL,3,2.09861228866811,chemical,1
AVKR,SMBDL,3,2.09861228866811,chemical,1
AVKR,SMDDR,3,2.09861228866811,chemical,1
AVKR,SMDVR,1,1,chemical,1
AVKR,AQR,2,1.69314718055995,electrical,1
AVKR,PDEL,1,1,electrical,1
AVKR,AIMR,3,2.09861228866811,electrical,1
AVKR,RICL,4,2.38629436111989,electrical,1
AVKR,RIGR,2,1.69314718055995,electrical,1
AVKR,AVKL,9,3.19722457733622,electrical,1
AVKR,PVPL,22,4.09104245335832,electrical,1
AVKR,PVQL,2,1.69314718055995,electrical,1
AVKR,PVT,1,1,electrical,1
AVKR,AVER,1,1,electrical,1
AVKR,RIMR,1,1,electrical,1
AVKR,SMBDL,1,1,electrical,1
AVKR,SMBDR,9,3.19722457733622,electrical,1
AVKR,SMBVR,6,2.79175946922805,electrical,1
AVL,RIS,1,1,chemical,-1
AVL,AVKR,2,1.69314718055995,chemical,-1
AVL,DVB,1,1,chemical,-1
AVL,DVC,2,1.69314718055995,chemical,-1
AVL,PVPR,2,1.69314718055995,chemical,-1
AVL,PVWL,1,1,chemical,-1
AVL,AVEL,3,2.09861228866811,chemical,-1
AVL,RIMR,2,1.69314718055995,chemical,-1
AVL,SABD,9,3.19722457733622,chemical,-1
AVL,SABVL,9,3.19722457733622,chemical,-1
AVL,SABVR,6,2.79175946922805,chemical,-1
AVL,DD01,4,2.38629436111989,chemical,-1
AVL,DD06,1,1,chemical,-1
AVL,VD12,3,2.09861228866811,chemical,-1
AVL,HSNR,2,1.69314718055995,chemical,-1
AVL,VC01,2,1.69314718055995,chemical,-1
AVL,VC02,2,1.69314718055995,chemical,-1
AVL,AVG,4,2.38629436111989,electrical,-1
AVL,AVHR,2,1.69314718055995,electrical,-1
AVL,AVKL,3,2.09861228866811,electrical,-1
AVL,DVB,14,3.63905732961526,electrical,-1
AVL,DVC,22,4.09104245335832,electrical,-1
AVL,PVNR,2,1.69314718055995,electrical,-1
AVL,PVPL,1,1,electrical,-1
AVL,PVPR,8,3.07944154167984,electrical,-1
AVL,PVT,6,2.79175946922805,electrical,-1
AVL,PVWR,3,2.09861228866811,electrical,-1
AVL,AVEL,1,1,electrical,-1
AVL,DA09,4,2.38629436111989,electrical,-1
AVL,PDA,3,2.09861228866811,electrical,-1
AVL,DD06,28,4.3322045101752,electrical,-1
AVL,VD11,1,1,electrical,-1
AVL,VD12,2,1.69314718055995,electrical,-1
AVL,VD13,5,2.6094379124341,electrical,-1
AVM,BDUL,3,2.09861228866811,chemical,1
AVM,BDUR,5,2.6094379124341,chemical,1
AVM,ADER,4,2.38629436111989,chemical,1
AVM,AVHL,3,2.09861228866811,chemical,1
AVM,AVJR,1,1,chemical,1
AVM,AVKL,1,1,chemical,1
AVM,PVNL,4,2.38629436111989,chemical,1
AVM,PVNR,3,2.09861228866811,chemical,1
AVM,PVR,6,2.79175946922805,chemical,1
AVM,RID,2,1.69314718055995,chemical,1
AVM,PVCL,10,3.30258509299405,chemical,1
AVM,PVCR,17,3.83321334405622,chemical,1
AVM,AVBL,13,3.56494935746154,chemical,1
AVM,AVBR,9,3.19722457733622,chemical,1
AVM,AVDL,1,1,chemical,1
AVM,AVDR,1,1,chemical,1
AVM,SIBVL,4,2.38629436111989,chemical,1
AVM,DA01,2,1.69314718055995,chemical,1
AVM,VA02,1,1,chemical,1
AVM,VB03,1,1,chemical,1
AVM,ALML,7,2.94591014905531,electrical,1
AVM,ALMR,16,3.77258872223978,electrical,1
AVM,PVR,4,2.38629436111989,electrical,1
AVM,AVDL,8,3.07944154167984,electrical,1
AWAL,ASEL,7,2.94591014905531,chemical,1
AWAL,ASGL,1,1,chemical,1
AWAL,ASHL,2,1.69314718055995,chemical,1
AWAL,AWBL,9,3.19722457733622,chemical,1
AWAL,AFDL,7,2.94591014905531,chemical,1
AWAL,AIYL,3,2.09861228866811,chemical,1
AWAL,AIZL,23,4.13549421592915,chemical,1
AWAL,ADAL,2,1.69314718055995,chemical,1
AWAL,ADLL,1,1,electrical,1
AWAL,AWAR,2,1.69314718055995,electrical,1
AWAL,AIZL,3,2.09861228866811,electrical,1
AWAR,ADFR,9,3.19722457733622,chemical,1
AWAR,ASER,5,2.6094379124341,chemical,1
AWAR,ASGR,1,1,chemical,1
AWAR,ASIL,2,1.69314718055995,chemical,1
AWAR,AWBR,3,2.09861228866811,chemical,1
AWAR,AFDR,23,4.13549421592915,chemical,1
AWAR,AUAR,1,1,chemical,1
AWAR,AIAR,3,2.09861228866811,chemical,1
AWAR,AIYR,8,3.07944154167984,chemical,1
AWAR,AIZR,25,4.2188758248682,chemical,1
AWAR,RIFR,5,2.6094379124341,chemical,1
AWAR,RIGR,6,2.79175946922805,chemical,1
AWAR,RIR,2,1.69314718055995,chemical,1
AWAR,ADFR,3,2.09861228866811,electrical,1
AWAR,AWAL,2,1.69314718055995,electrical,1
AWAR,AIAR,3,2.09861228866811,electrical,1
AWAR,AIZR,3,2.09861228866811,electrical,1
AWBL,ADFL,25,4.2188758248682,chemical,1
AWBL,ASEL,1,1,chemical,1
AWBL,ASHL,2,1.69314718055995,chemical,1
AWBL,AWAL,2,1.69314718055995,chemical,1
AWBL,AWCL,1,1,chemical,1
AWBL,AIAL,4,2.38629436111989,chemical,1
AWBL,AIBR,1,1,chemical,1
AWBL,AIYL,1,1,chemical,1
AWBL,AIZL,15,3.70805020110221,chemical,1
AWBL,RIAL,10,3.30258509299405,chemical,1
AWBL,RIGL,2,1.69314718055995,chemical,1
AWBL,AVHR,2,1.69314718055995,chemical,1
AWBL,AVBL,2,1.69314718055995,chemical,1
AWBL,SMBDL,2,1.69314718055995,chemical,1
AWBL,SMBVL,3,2.09861228866811,chemical,1
AWBL,HSNL,1,1,chemical,1
AWBL,ASGL,1,1,electrical,1
AWBL,AWBR,3,2.09861228866811,electrical,1
AWBL,AUAL,4,2.38629436111989,electrical,1
AWBL,AIAL,1,1,electrical,1
AWBL,RMGL,1,1,electrical,1
AWBR,ADFR,7,2.94591014905531,chemical,1
AWBR,ASER,1,1,chemical,1
AWBR,ASGR,1,1,chemical,1
AWBR,ASHR,2,1.69314718055995,chemical,1
AWBR,OLQVR,1,1,chemical,1
AWBR,URYVR,1,1,chemical,1
AWBR,AIYR,1,1,chemical,1
AWBR,AIZR,8,3.07944154167984,chemical,1
AWBR,AIMR,1,1,chemical,1
AWBR,RIAR,3,2.09861228866811,chemical,1
AWBR,RIFR,1,1,chemical,1
AWBR,RIR,7,2.94591014905531,chemical,1
AWBR,AVBR,2,1.69314718055995,chemical,1
AWBR,HSNL,2,1.69314718055995,chemical,1
AWBR,HSNR,2,1.69314718055995,chemical,1
AWBR,ADFR,1,1,electrical,1
AWBR,ASER,1,1,electrical,1
AWBR,AWBL,3,2.09861228866811,electrical,1
AWBR,AUAR,3,2.09861228866811,electrical,1
AWBR,RICL,4,2.38629436111989,electrical,1
AWBR,RMGR,1,1,electrical,1
AWCL,ASER,1,1,chemical,1
AWCL,ASGR,1,1,chemical,1
AWCL,ASIL,1,1,chemical,1
AWCL,AWCR,11,3.39789527279837,chemical,1
AWCL,AFDL,2,1.69314718055995,chemical,1
AWCL,AIAL,2,1.69314718055995,chemical,1
AWCL,AIAR,4,2.38629436111989,chemical,1
AWCL,AIBL,12,3.484906649788,chemical,1
AWCL,AIBR,2,1.69314718055995,chemical,1
AWCL,AIYL,22,4.09104245335832,chemical,1
AWCL,AIZL,1,1,chemical,1
AWCL,RIAL,6,2.79175946922805,chemical,1
AWCL,AVAL,1,1,chemical,1
AWCL,SMDVL,1,1,chemical,1
AWCL,ADFL,1,1,electrical,1
AWCL,ASEL,1,1,electrical,1
AWCL,AUAL,1,1,electrical,1
AWCR,ADFR,1,1,chemical,1
AWCR,ASEL,8,3.07944154167984,chemical,1
AWCR,ASER,5,2.6094379124341,chemical,1
AWCR,ASGR,3,2.09861228866811,chemical,1
AWCR,ASHR,1,1,chemical,1
AWCR,ASIL,2,1.69314718055995,chemical,1
AWCR,ASIR,2,1.69314718055995,chemical,1
AWCR,AWCL,17,3.83321334405622,chemical,1
AWCR,IL2L,2,1.69314718055995,chemical,1
AWCR,AIAL,1,1,chemical,1
AWCR,AIAR,8,3.07944154167984,chemical,1
AWCR,AIBL,3,2.09861228866811,chemical,1
AWCR,AIBR,18,3.89037175789616,chemical,1
AWCR,AIYL,12,3.484906649788,chemical,1
AWCR,AIYR,22,4.09104245335832,chemical,1
AWCR,RIAL,3,2.09861228866811,chemical,1
AWCR,RIVL,3,2.09861228866811,chemical,1
AWCR,ASEL,2,1.69314718055995,electrical,1
AWCR,ASGR,2,1.69314718055995,electrical,1
AWCR,AFDR,3,2.09861228866811,electrical,1
AWCR,AIAL,1,1,electrical,1
AWCR,AIAR,1,1,electrical,1
BAGL,ADFR,1,1,chemical,1
BAGL,CEPVR,2,1.69314718055995,chemical,1
BAGL,BAGR,1,1,chemical,1
BAGL,URXR,1,1,chemical,1
BAGL,AUAR,2,1.69314718055995,chemical,1
BAGL,AIBL,2,1.69314718055995,chemical,1
BAGL,AIZR,2,1.69314718055995,chemical,1
BAGL,AINL,1,1,chemical,1
